original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,Label
22,67,260077421,1.664758816,24,3.055444965,128,14.25263489,44.14024188,44,-84,212,10.09309384,47.60413766,0.013772715,221805728.1,0.367736787,317.7929684,Malignant
28,83,21403817,1.906746528,29,3.122817565,122,17.12821885,55.94638655,56,-36,158,12.01702533,59.97733045,-0.20489493,18923141.36,0.310756303,467.2819995,Malignant
39,98,698897065,2.074086965,29,4.62199771,306,18.78294365,68.30944793,69,-113,419,12.21880647,72.73614305,-0.25709334,617895768.8,0.29460384,624.3658288,Malignant
21,63,164118725,1.583653416,23,3.331402789,152,13.23059828,41.96368535,41,-65,217,9.423624931,45.13953473,0.254202915,145097569.9,0.394000638,276.6267075,Malignant
28,69,596747531,1.549019166,22,3.257221123,136,12.83490827,48.02162714,48,-59,195,9.05465436,50.67885343,0.065984819,516353703.6,0.395561651,262.2695121,Malignant
28,88,492702137,2.047418891,32,3.549913507,186,18.91413119,58.26821427,59,-80,266,13.28765793,63.00802022,-0.041110919,404077340.1,0.286113444,574.8258179,Malignant
21,50,18765149,1.133170161,14,5.143648336,101,9.122896145,35.71644857,36,-28,129,6.054188223,37.78437418,0.138027787,40994438.33,0.588372074,151.9942334,Malignant
17,71,201463369,1.931337663,27,4.699935469,170,17.04596217,45.22832212,47,-90,260,11.1550317,50.6220598,-0.594847115,178114016.4,0.32159286,516.9918162,Malignant
-4,72,37997513,2.299596473,47,2.426634835,124,25.1389558,32.3237326,31,-74,198,19.34669977,43.9338078,0.015608901,16796824.37,0.228737088,885.3557783,Malignant
5,55,40788570,1.864800691,27,4.169040058,137,16.39855279,29.93764846,31,-102,239,11.14306079,36.68275487,-0.369033559,26578036.15,0.330577001,449.3617101,Malignant
127.1,253.9,18432244,3.001937078,53.75,6.393228415,458,38.25051222,188.153527,183,72,386,23.38475206,195.5534968,1.24043885,10811087.11,0.158063739,2839.420413,Malignant
41,97,576611869,1.964249329,30,3.43944398,231,17.72509278,69.14347431,69,-48,279,12.24639556,72.72483166,0.001679854,390435428.7,0.303571864,508.0811001,Malignant
28,115,1304243250,2.517189035,46,6.72769424,605,27.18615913,72.86505101,74,-106,711,19.36221404,80.56293758,0.203412883,609473412,0.20371137,1181.071254,Malignant
6,80,121889576,2.306350899,39,3.271612857,225,22.97929016,43.44004659,44,-101,326,16.19331544,52.25244267,-0.096013683,77022119.04,0.238158923,843.2801175,Malignant
19,72,674005616,1.878989517,27,3.755880037,152,16.62385251,45.50695899,46,-231,383,11.59776632,50.16955585,-0.11310787,425904716.1,0.320644762,446.1010175,Malignant
35,91,1377078948,1.955413373,30,3.24558373,204,17.73819362,63.98315992,65,-80,284,12.41412522,67.77848468,-0.126629818,1217477219,0.302277013,500.0782323,Malignant
-22,134,52569152,3.352655061,80,3.314699297,347,48.32782772,55.77803983,56,-192,539,33.30679182,82.99392516,-0.059196775,185905812,0.115998709,3776.801887,Malignant
51,113,35401185,2.005920892,32,2.75752022,168,18.92667595,80.09386068,78,5,163,13.60193285,83.46253463,0.273547552,31298231.91,0.285633749,550.9681677,Malignant
24,96,111554242,2.216273385,38,2.963765609,146,22.4476738,62.89422139,66,-55,201,16.20507405,68.77121406,-0.469466339,98625244.8,0.249683123,773.7967983,Malignant
39,86,103380302,1.73097661,24,3.491710356,154,14.74852296,62.25517806,62,-28,182,10.14567909,65.05147746,0.055302083,89883486.67,0.361430792,355.9875244,Malignant
29,79,71815726,1.779089235,26,3.485267304,181,15.42125382,54.05024617,54,-33,214,10.90379386,57.48439138,-0.033702537,51714594.06,0.342846755,383.0261414,Malignant
21,73,406538675,1.878296342,27,156.1136422,892,17.26295976,46.68452298,45,-85,977,11.58907852,54.45172181,7.918881549,359421350.7,0.326344155,785.5453219,Malignant
21,95,40995060,2.338802112,40,3.495065025,161,23.72471491,58.32002522,59,-65,226,16.62085596,65.6285657,-0.243847461,144975135.2,0.234323451,905.8832951,Malignant
18,81,135044311,2.076340622,35,2.965965646,148,19.74464673,51.2383354,53,-74,222,14.2126649,56.81500766,-0.169852652,119392844.2,0.275234711,602.5780801,Malignant
31,75,310185913,1.644845528,23,3.768175628,148,13.89461884,53.72578283,55,-58,206,9.728385172,56.56186101,-0.31682963,180872895.5,0.380594658,312.7843804,Malignant
9,103,165313620,2.710002131,49,15.95849285,581,30.95525432,55.56931818,53,-162,743,20.52622187,70.31066146,1.583207497,146153978.1,0.188160941,1855.639992,Malignant
26,83,294137264,1.92662952,31,3.83945395,372,17.67306011,53.15646795,52,-73,445,12.69073662,57.56831304,0.366573206,260047122.8,0.305931751,488.5005817,Malignant
30,87,883856919,1.952446078,30,3.580440909,228,17.8224232,57.11537395,56,-130,358,12.58444319,61.4058009,0.058811989,591989687.2,0.304571907,508.5064433,Malignant
32,71,273904932,1.497811881,20,3.48870656,168,12.24858964,51.42561465,51,-22,190,8.589109297,53.72635959,0.247408241,160653802.1,0.406785125,241.927872,Malignant
29,88,183855659,2.001254188,33,3.127149159,213,18.84931392,57.13262874,55,-20,233,13.48555087,61.72588721,0.364754537,162547017.9,0.288690374,545.9478847,Malignant
46,94,102645457,1.760131577,25,3.184664657,161,15.14635605,70.14616692,70,-11,172,10.57942193,72.69620023,0.133176254,90748976.84,0.343053991,364.2527947,Malignant
-22,134,52569152,3.352655061,80,3.314699297,347,48.32782772,55.77803983,56,-192,539,33.30679182,82.99392516,-0.059196775,185905812,0.115998709,3776.801887,Malignant
35,80,75547513,1.672916732,23,3.440250699,131,14.12915377,56.64594152,55,-10,141,9.761908598,59.45070709,0.414514356,66791650.68,0.366321509,325.6238824,Malignant
25,72,300527644,1.775722078,26,33.83308436,568,15.64584635,49.73366966,50,-45,613,10.82323333,54.10104175,2.18576425,176268854.7,0.352541512,453.4848207,Malignant
39,106,189921306,2.147468649,37,2.735014379,179,21.11267536,73.70711324,75,-32,211,15.3317104,78.13216501,-0.188187045,161973436.2,0.257361139,671.8966673,Malignant
43,101,226645629,2.069454035,30,6.917303144,332,19.08826505,72.37585523,75,-76,408,12.36346164,76.93222754,-0.836852246,142011618.2,0.297782364,680.303215,Malignant
-12,23,975712435,1.467175576,18,286.8587457,626,11.85915878,5.872847776,5,-833,1459,7.534760209,21.93436253,-3.384717021,862628583.4,0.450327,446.6259188,Malignant
-35,81,52466184,2.771432986,58,3.003715017,159,35.18022792,32.82826774,42,-125,284,24.65275942,54.90384062,-0.712769739,46385418.86,0.175947179,1936.736552,Malignant
27,83,38365403,1.902903308,28,3.058925901,130,17.16979863,56.62091754,58,-32,162,12.01541031,60.61761351,-0.320651643,22502507.78,0.314121672,468.5667648,Malignant
36,90,3008691584,1.941668956,28,4.697050709,242,17.35896438,63.03832835,62,-95,337,11.81488567,66.95708072,0.536156106,1993198001,0.313366881,509.4198179,Malignant
27,90,105970136,2.10546577,33,3.745619651,168,19.91799949,59.79953825,62,-65,233,13.95111648,64.94782925,-0.298955874,62154796.33,0.276039185,642.2357485,Malignant
49,103,780891546,1.894061243,29,51.99525119,190,17.05313162,76.61517846,78,-988,1178,12.01868626,79.63511347,-1.279935449,562320978.4,0.316137008,471.8657265,Malignant
42,85,761051969,1.668836857,22,4.786294035,186,13.77677373,63.97751771,64,-62,248,9.251926211,66.50098497,-0.070780375,672846997.1,0.388569709,329.2582298,Malignant
28,93,479161105,2.141955646,35,315.7553577,179,22.09898086,60.14502416,64,-962,1141,14.49614047,76.56145526,-14.94479494,423626931.9,0.266962122,2244.2325,Malignant
50,104,1054636952,1.884435954,29,3.424781673,207,17.02961545,78.24542364,80,-79,286,12.14178206,81.1030756,-0.345872975,779588953.2,0.317827923,455.3625508,Malignant
48,92,51411621,1.638118361,23,3.140826576,144,13.77712874,70.68483974,71,1,143,9.668454813,72.79099115,-0.05422937,40006017.15,0.372065102,302.1818242,Malignant
26,80,200920637,1.927360617,28,4.191667867,132,17.31666077,53.88867058,56,-74,206,11.86459273,58.3358353,-0.605833524,173017783.5,0.315823139,499.080863,Malignant
33,91,100538827,1.986849534,29,4.113958086,254,18.04998817,61.20985604,60,-43,297,12.49649139,65.43895536,0.228038329,88886502.62,0.300411426,535.6104029,Malignant
46,104,291389543,2.035061732,32,5.235423662,209,18.73039995,75.88273028,77,-237,446,12.87448119,79.6003028,-0.199445992,170909072.9,0.292655678,578.0194521,Malignant
31,101,853926532,2.285129112,37,4.411312353,244,22.56351477,65.12060947,64,-97,341,15.41656775,71.40268054,0.44784377,562605226,0.247899527,857.6490114,Malignant
35,86,148081550,1.810653478,28,2.921261433,147,16.06982192,60.49901305,60,-7,154,11.48562156,63.71576067,0.138998524,92784937.6,0.329919602,399.5675777,Malignant
85,116,7852686,1.154991737,17,3.038821383,140,9.710985503,99.2264631,98,77,63,7.200956313,99.95346245,0.659663765,4605845.735,0.480789775,144.8036763,Malignant
22,61,25766392,1.467284183,19,3.637948717,112,11.9436976,41.15,41,-11,123,8.37942775,43.91608083,0.371227212,21445883.39,0.438570796,235.2996557,Malignant
21,57,161759019,1.403224264,18,4.026638283,141,11.36908313,37.57977668,36,-46,187,7.732359794,40.3565201,0.656226759,125235652.3,0.469890524,216.4090992,Malignant
40,90,100551508,1.852722622,25,4.316341778,206,16.02290489,65.36193733,66,-40,246,10.77181815,68.62866099,-0.03397988,88897713.91,0.338200461,437.7102586,Malignant
27,66,79950139,1.462671774,20,3.666490291,151,11.94977435,47.72101847,49,-33,184,8.49506163,50.06976382,-0.31434436,204934592.3,0.412615996,229.6856449,Malignant
14,73,312568187,1.941022955,31,3.415458532,179,18.45245387,40.35374606,36,-37,216,13.13811565,46.48792813,0.757495098,183331009.4,0.300270569,532.7026404,Malignant
30,80,263925325,1.810732657,27,33.87770022,627,15.9518136,55.48121094,55,-42,669,11.14269222,59.36712467,1.818242354,207461470.9,0.336369976,446.2907238,Malignant
29,87,662734837,1.95246288,32,3.361426122,246,18.54483486,56.47507067,54,-168,414,13.45160694,60.96623237,0.53622315,448751012.8,0.301052481,527.4478822,Malignant
38,94,116399018,1.961796616,29,187.1412028,149,17.91208973,65.13062045,65,-866,1015,12.32955045,69.80763811,-6.082632238,70684613.17,0.303295611,631.1086186,Malignant
45,95,2169489831,1.796382714,26,3.373658643,208,15.67101313,70.94710939,72,-9,217,10.99757098,73.67596975,0.038750273,1805709776,0.33697511,394.6561872,Malignant
27,156,55361801,2.933468912,62,4.019842403,316,40.59901523,79.71164238,65,-44,360,26.80684899,95.21188096,1.040112038,42427139.02,0.169887725,2711.356346,Malignant
47,93,156175165,1.693991344,23,4.256087568,138,14.36826532,70.64127429,72,-55,193,9.982690427,73.02449178,-0.496727162,112461931.5,0.363658235,342.3867664,Malignant
27,82,936473934,1.879795423,31,2.877800811,251,17.30138585,54.03386732,54,-26,277,12.68277551,58.04934483,0.193982232,600111226.4,0.310461579,450.0676168,Malignant
40,94,600057169,1.867914377,28,3.010965496,164,16.61927923,66.49197943,66,-17,181,11.68961245,69.70623517,0.16634228,421915197,0.319931904,437.7758922,Malignant
26,71,166679574,1.651510773,24,3.014156618,133,14.0328603,49.20480626,50,-36,169,9.988151908,52.23562462,-0.047677399,109816003.9,0.368053376,307.4475202,Malignant
40,104,216160249,2.212028659,34,148.3563045,1055,23.64953862,75.90073897,74,-106,1161,14.24313867,92.92105202,10.15932245,191107546.3,0.266558562,2873.399734,Malignant
60,126,287656006,2.149129288,32,4.289371283,180,20.31587074,93.76185924,95,-80,260,13.93694925,97.37886839,-0.533930286,254317034.5,0.270646849,691.3577607,Malignant
23,75,25002024,1.826426514,27,2.831005579,117,16.23442917,48.67548344,49,-16,133,11.50244656,52.71261839,-0.046736287,16021797.02,0.325609786,409.3174496,Malignant
24,82,710759485,1.930618136,30,3.953984679,217,18.33952818,49.45537776,45,-51,268,12.6868295,54.67252156,0.888901743,499752762.9,0.320970896,543.2502251,Malignant
75,126,177410626,1.849669566,27,3.944370988,228,16.3682437,99.81478225,98,6,222,11.35002338,101.973558,0.421462325,104056876.2,0.330862935,435.6157735,Malignant
28,80,114292230,1.844618035,27,3.243357384,130,16.19030909,53.93385974,54,-54,184,11.26846787,57.70698529,-0.167866265,83608337.88,0.327729452,421.234925,Malignant
40,93,634901635,1.863826333,29,2.98344235,166,16.70775126,65.46507842,65,-34,200,11.91431114,68.69793008,0.06522212,446415212.1,0.319457625,433.7291046,Malignant
60,102,169214984,1.592789021,22,17.11759343,360,13.39592276,81.28521689,81,-6,366,9.4854805,83.25471396,1.421049805,99249876.08,0.395514347,324.0609116,Malignant
